name,current_age,position,type,expiration_status,cap_hit_percentage_at_signing,signing_date
Austin Wagner,23,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.04,"March  6, 2017"
Blake Lizotte,23,C,ENTRY-LEVEL CONTRACT,10.2(c),1.16,"April  2, 2019"
Gabriel Vilardi,21,C,ENTRY-LEVEL CONTRACT,RFA,1.23,"March  1, 2018"
Trevor Moore,26,"RW, LW",STANDARD CONTRACT (EXTENSION),RFA,0.97,"January 13, 2019"
Trevor Moore,26,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.27,"July 26, 2016"
Jaret Anderson-Dolan,21,C,ENTRY-LEVEL CONTRACT,RFA,1.01,"September 25, 2017"
Carl Grundström,23,LW,STANDARD CONTRACT (EXTENSION),RFA,0.89,"September  1, 2020"
Carl Grundström,23,LW,ENTRY-LEVEL CONTRACT,RFA,1.27,"April 28, 2017"
Matt Luff,24,RW,STANDARD CONTRACT (EXTENSION),RFA,0.86,"October  5, 2020"
Matt Luff,24,RW,ENTRY-LEVEL CONTRACT,RFA,0.88,"September 22, 2016"
Drew Doughty,31,RD,STANDARD CONTRACT (EXTENSION),UFA,13.84,"July  1, 2018"
Drew Doughty,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"August 11, 2008"
Drew Doughty,31,RD,STANDARD CONTRACT,UFA,10.89,"September 30, 2011"
Sean Walker,26,RD,STANDARD CONTRACT (EXTENSION),UFA,3.25,"September 11, 2020"
Sean Walker,26,RD,ENTRY-LEVEL CONTRACT,RFA,0.94,"July  2, 2018"
Michael Anderson,22,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"April 23, 2019"
Christian Wolanin,26,LD,STANDARD CONTRACT,UFA (Group 6),1.10,"July  4, 2019"
Christian Wolanin,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.23,"March 21, 2018"
Tobias Björnfot,20,LD,ENTRY-LEVEL CONTRACT,RFA,1.10,"July 14, 2019"
Kurtis MacDermid,27,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,1.07,"April 10, 2020"
Kurtis MacDermid,27,LD/RD,ENTRY-LEVEL CONTRACT,10.2(c),0.96,"September 15, 2012"
Kurtis MacDermid,27,LD/RD,STANDARD CONTRACT,RFA,0.87,"July 14, 2017"
Kurtis MacDermid,27,LD/RD,STANDARD CONTRACT,RFA,0.85,"July 15, 2018"
Matt Roy,26,RD,STANDARD CONTRACT,RFA,0.86,"July 15, 2019"
Matt Roy,26,RD,STANDARD CONTRACT (EXTENSION),UFA,3.87,"March 21, 2021"
Matt Roy,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.14,"March 27, 2017"
Jonathan Quick,35,G,STANDARD CONTRACT (EXTENSION),UFA,9.67,"July  1, 2012"
Jonathan Quick,35,G,ENTRY-LEVEL CONTRACT,RFA,1.11,"March 30, 2007"
Jonathan Quick,35,G,STANDARD CONTRACT (EXTENSION),UFA,3.17,"October 23, 2009"
Cal Petersen,26,G,STANDARD CONTRACT,UFA,1.05,"July 16, 2019"
Cal Petersen,26,G,ENTRY-LEVEL CONTRACT,RFA,1.23,"July  1, 2017"
Zach Parise,36,LW,STANDARD CONTRACT,UFA,12.56,"July  4, 2012"
Zach Parise,36,LW,ENTRY-LEVEL CONTRACT,RFA,1.20,"March 29, 2004"
Zach Parise,36,LW,STANDARD CONTRACT,RFA,6.21,"August  1, 2007"
Zach Parise,36,LW,STANDARD CONTRACT,UFA,9.33,"July 29, 2011"
Mats Zuccarello,33,"LW, RW",STANDARD CONTRACT,UFA,7.36,"July  1, 2019"
Mats Zuccarello,33,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.52,"May 26, 2010"
Mats Zuccarello,33,"LW, RW",STANDARD CONTRACT,RFA,1.09,"March 29, 2013"
Mats Zuccarello,33,"LW, RW",STANDARD CONTRACT,RFA,1.79,"July 30, 2013"
Mats Zuccarello,33,"LW, RW",STANDARD CONTRACT,UFA,5.07,"July 22, 2014"
Mats Zuccarello,33,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,6.52,"March  2, 2015"
Marcus Johansson,30,"C, LW, RW",STANDARD CONTRACT,UFA,5.52,"July  6, 2019"
Marcus Johansson,30,"C, LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.58,"May 17, 2010"
Marcus Johansson,30,"C, LW, RW",STANDARD CONTRACT,RFA,3.11,"September  8, 2013"
Marcus Johansson,30,"C, LW, RW",STANDARD CONTRACT,RFA,5.25,"July 31, 2015"
Marcus Johansson,30,"C, LW, RW",STANDARD CONTRACT,UFA,6.28,"July 20, 2016"
Nick Bonino,33,C,STANDARD CONTRACT,UFA,5.47,"July  1, 2017"
Nick Bonino,33,C,ENTRY-LEVEL CONTRACT,RFA,1.40,"March 21, 2010"
Nick Bonino,33,C,STANDARD CONTRACT,RFA,1.08,"July 14, 2011"
Nick Bonino,33,C,STANDARD CONTRACT,RFA,1.17,"July 12, 2012"
Nick Bonino,33,C,STANDARD CONTRACT (EXTENSION),UFA,2.95,"November 28, 2013"
Victor Rask,28,C,STANDARD CONTRACT,UFA,5.48,"July 12, 2016"
Victor Rask,28,C,ENTRY-LEVEL CONTRACT,RFA,1.15,"October 28, 2011"
Kevin Fiala,24,"LW, RW",STANDARD CONTRACT,RFA,3.68,"September 11, 2019"
Kevin Fiala,24,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.34,"July 15, 2014"
Marcus Foligno,29,"LW, RW",STANDARD CONTRACT,UFA,3.83,"September 14, 2017"
Marcus Foligno,29,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,3.80,"January 12, 2021"
Marcus Foligno,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.39,"May 26, 2011"
Marcus Foligno,29,"LW, RW",STANDARD CONTRACT,RFA,2.72,"July  1, 2014"
Marcus Foligno,29,"LW, RW",STANDARD CONTRACT,RFA,3.08,"July 14, 2016"
Jordan Greenway,24,"LW, RW",STANDARD CONTRACT,RFA,2.58,"October 10, 2020"
Jordan Greenway,24,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.22,"March 26, 2018"
Nick Bjugstad,28,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,5.94,"December 31, 2014"
Nick Bjugstad,28,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.40,"April  3, 2013"
Ryan Hartman,26,"C, RW",STANDARD CONTRACT,RFA,2.33,"July  1, 2019"
Ryan Hartman,26,"C, RW",STANDARD CONTRACT (EXTENSION),UFA,2.09,"April 22, 2021"
Ryan Hartman,26,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.44,"November 19, 2013"
Ryan Hartman,26,"C, RW",STANDARD CONTRACT,UFA (No QO),1.10,"July 15, 2018"
Joel Eriksson Ek,24,C,STANDARD CONTRACT,RFA,1.83,"August 21, 2019"
Joel Eriksson Ek,24,C,ENTRY-LEVEL CONTRACT,RFA,1.30,"July 13, 2015"
Kirill Kaprizov,24,"LW, RW",ENTRY-LEVEL CONTRACT,10.2(c),1.14,"July 13, 2020"
Brandon Duhaime,24,RW,ENTRY-LEVEL CONTRACT,RFA,1.16,"April 17, 2019"
Matthew Boldy,20,C,ENTRY-LEVEL CONTRACT,RFA,1.08,"April  1, 2021"
Connor Dewar,21,LW,ENTRY-LEVEL CONTRACT,RFA,1.04,"March  5, 2019"
Nico Sturm,26,C,STANDARD CONTRACT (EXTENSION),UFA,0.89,"October  5, 2020"
Nico Sturm,26,C,ENTRY-LEVEL CONTRACT,10.2(c),5.38,"April  1, 2019"
Nico Sturm,26,C,STANDARD CONTRACT,RFA,1.07,"July 16, 2019"
Kyle Rau,28,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,0.86,"October  8, 2020"
Kyle Rau,28,"LW, C",ENTRY-LEVEL CONTRACT,UFA (No QO),1.24,"March 29, 2015"
Kyle Rau,28,"LW, C",STANDARD CONTRACT,UFA (Group 6),0.93,"July  1, 2017"
Kyle Rau,28,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,0.88,"June 27, 2018"
Joseph Cramarossa,28,C,STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Joseph Cramarossa,28,C,ENTRY-LEVEL CONTRACT,RFA,1.17,"March  2, 2013"
Joseph Cramarossa,28,C,STANDARD CONTRACT (EXTENSION),UFA (No QO),1.01,"June 15, 2016"
Joseph Cramarossa,28,C,STANDARD CONTRACT,RFA,0.82,"February 21, 2019"
Joseph Cramarossa,28,C,STANDARD CONTRACT (EXTENSION),UFA,0.88,"April 25, 2019"
Luke Johnson,26,C,STANDARD CONTRACT,UFA (Group 6),0.86,"July  1, 2019"
Luke Johnson,26,C,ENTRY-LEVEL CONTRACT,UFA (No QO),1.00,"April 29, 2016"
Jared Spurgeon,31,RD,STANDARD CONTRACT (EXTENSION),UFA,9.29,"September 14, 2019"
Jared Spurgeon,31,RD,ENTRY-LEVEL CONTRACT,RFA,0.89,"September 23, 2010"
Jared Spurgeon,31,RD,STANDARD CONTRACT,RFA,4.15,"July  5, 2013"
Jared Spurgeon,31,RD,STANDARD CONTRACT (EXTENSION),UFA,7.27,"December 21, 2015"
Ryan Suter,36,LD,STANDARD CONTRACT,UFA,12.56,"July  4, 2012"
Ryan Suter,36,LD,ENTRY-LEVEL CONTRACT,RFA,2.01,"September  8, 2004"
Ryan Suter,36,LD,STANDARD CONTRACT (EXTENSION),UFA,6.96,"June 16, 2008"
Matt Dumba,26,RD,STANDARD CONTRACT,UFA,7.55,"July 21, 2018"
Matt Dumba,26,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"July 19, 2012"
Matt Dumba,26,RD,STANDARD CONTRACT,RFA,3.49,"July 28, 2016"
Jonas Brodin,27,LD,STANDARD CONTRACT (EXTENSION),UFA,6.04,"October 13, 2014"
Jonas Brodin,27,LD,STANDARD CONTRACT (EXTENSION),UFA,7.36,"September 15, 2020"
Jonas Brodin,27,LD,ENTRY-LEVEL CONTRACT,RFA,1.44,"July 13, 2011"
Ian Cole,32,LD/RD,STANDARD CONTRACT,UFA,5.35,"July  1, 2018"
Ian Cole,32,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.47,"March 22, 2010"
Ian Cole,32,LD/RD,STANDARD CONTRACT (EXTENSION),RFA,1.28,"May 28, 2013"
Ian Cole,32,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,2.94,"June 29, 2015"
Carson Soucy,26,LD,STANDARD CONTRACT (EXTENSION),UFA,3.37,"October  5, 2020"
Carson Soucy,26,LD,ENTRY-LEVEL CONTRACT,RFA,1.27,"April 10, 2017"
Carson Soucy,26,LD,STANDARD CONTRACT,UFA (Group 6),0.92,"July 16, 2019"
Calen Addison,21,RD,ENTRY-LEVEL CONTRACT,RFA,1.00,"April  6, 2019"
Brad Hunt,32,LD,STANDARD CONTRACT (EXTENSION),UFA,0.86,"June 24, 2019"
Brad Hunt,32,LD,ENTRY-LEVEL CONTRACT,RFA,0.86,"July  6, 2013"
Brad Hunt,32,LD,STANDARD CONTRACT (EXTENSION),UFA,0.87,"June  9, 2015"
Brad Hunt,32,LD,STANDARD CONTRACT,UFA,0.82,"July  2, 2016"
Brad Hunt,32,LD,STANDARD CONTRACT,UFA,0.87,"July  1, 2017"
Dakota Mermis,27,RD,STANDARD CONTRACT,UFA,0.86,"October  9, 2020"
Dakota Mermis,27,RD,ENTRY-LEVEL CONTRACT,RFA,0.88,"July  1, 2015"
Dakota Mermis,27,RD,STANDARD CONTRACT,UFA (Group 6),0.88,"July  3, 2018"
Dakota Mermis,27,RD,STANDARD CONTRACT,UFA (Group 6),0.86,"July  1, 2019"
Louis Belpedio,25,RD,STANDARD CONTRACT,UFA (Group 6),0.86,"October 23, 2020"
Louis Belpedio,25,RD,ENTRY-LEVEL CONTRACT,10.2(c),1.23,"April  5, 2018"
Louis Belpedio,25,RD,STANDARD CONTRACT,RFA,0.86,"September  3, 2019"
Cam Talbot,33,G,STANDARD CONTRACT,UFA,4.50,"October  9, 2020"
Cam Talbot,33,G,ENTRY-LEVEL CONTRACT,RFA,1.12,"March 30, 2010"
Cam Talbot,33,G,STANDARD CONTRACT,RFA,0.92,"July 26, 2012"
Cam Talbot,33,G,STANDARD CONTRACT (EXTENSION),UFA,0.87,"February 18, 2013"
Cam Talbot,33,G,STANDARD CONTRACT (EXTENSION),UFA,2.10,"December 20, 2014"
Cam Talbot,33,G,STANDARD CONTRACT (EXTENSION),UFA,5.84,"January 17, 2016"
Cam Talbot,33,G,STANDARD CONTRACT,UFA,3.37,"July  1, 2019"
Hunter Jones,20,G,ENTRY-LEVEL CONTRACT,RFA,1.01,"March 26, 2020"
Kaapo Kähkönen,24,G,STANDARD CONTRACT,RFA,0.89,"October 12, 2020"
Kaapo Kähkönen,24,G,ENTRY-LEVEL CONTRACT,RFA,1.02,"May 16, 2018"
Andrew Hammond,33,G,STANDARD CONTRACT,UFA,0.86,"December 16, 2020"
Andrew Hammond,33,G,ENTRY-LEVEL CONTRACT,UFA,1.12,"March 20, 2013"
Andrew Hammond,33,G,STANDARD CONTRACT (EXTENSION),UFA,1.96,"May 20, 2015"
Andrew Hammond,33,G,STANDARD CONTRACT,UFA,0.82,"July  1, 2018"
Andrew Hammond,33,G,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Logan Couture,32,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,10.06,"July  1, 2018"
Logan Couture,32,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.74,"July 19, 2007"
Logan Couture,32,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,4.47,"August 30, 2011"
Logan Couture,32,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,9.33,"June 18, 2013"
Evander Kane,29,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,9.33,"May 24, 2018"
Evander Kane,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.58,"July 20, 2009"
Evander Kane,29,"LW, RW",STANDARD CONTRACT,UFA,8.75,"September 15, 2012"
Timo Meier,24,"LW, RW",STANDARD CONTRACT,RFA,7.36,"July  1, 2019"
Timo Meier,24,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"July  7, 2015"
Tomas Hertl,27,"C, RW",STANDARD CONTRACT,UFA,7.08,"July  2, 2018"
Tomas Hertl,27,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.44,"June  3, 2013"
Tomas Hertl,27,"C, RW",STANDARD CONTRACT (EXTENSION),RFA,4.11,"June 29, 2016"
Kevin Labanc,25,"RW, LW",STANDARD CONTRACT,UFA,5.80,"October 10, 2020"
Kevin Labanc,25,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.00,"March  9, 2016"
Kevin Labanc,25,"RW, LW",STANDARD CONTRACT,RFA,1.23,"July  8, 2019"
Ryan Donato,25,"LW, C",STANDARD CONTRACT,RFA,2.33,"July 16, 2019"
Ryan Donato,25,"LW, C",ENTRY-LEVEL CONTRACT,RFA,1.20,"March 18, 2018"
Marcus Sörensen,29,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,1.89,"January 14, 2019"
Marcus Sörensen,29,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"May 13, 2016"
Marcus Sörensen,29,"LW, RW",STANDARD CONTRACT,UFA,0.93,"July 18, 2017"
Alexander Barabanov,26,"RW, LW",ENTRY-LEVEL CONTRACT,UFA,1.14,"April  7, 2020"
Alexander Barabanov,26,"RW, LW",STANDARD CONTRACT (EXTENSION),UFA,1.23,"May 12, 2021"
John Leonard,22,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.14,"March 31, 2020"
Alexander Chmelevski,22,C,ENTRY-LEVEL CONTRACT,RFA,1.03,"April  3, 2018"
Noah Gregor,22,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.02,"April  6, 2018"
Joachim Blichfeld,22,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.00,"December 28, 2017"
Rūdolfs Balcers,24,"RW, LW",STANDARD CONTRACT,RFA,0.90,"October 16, 2020"
Rūdolfs Balcers,24,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.01,"July 13, 2017"
Patrick Marleau,41,"LW, C",35+ CONTRACT,UFA,0.86,"October 13, 2020"
Patrick Marleau,41,"LW, C",STANDARD CONTRACT,UFA,10.68,"August 15, 2005"
Patrick Marleau,41,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,12.52,"August 31, 2007"
Patrick Marleau,41,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,11.62,"June 24, 2010"
Patrick Marleau,41,"LW, C",STANDARD CONTRACT (EXTENSION),UFA,9.66,"January 24, 2014"
Patrick Marleau,41,"LW, C",35+ CONTRACT,UFA,8.33,"July  2, 2017"
Patrick Marleau,41,"LW, C",35+ CONTRACT,UFA,0.86,"October  9, 2019"
Dylan Gambrell,24,C,STANDARD CONTRACT,RFA,0.86,"July 11, 2019"
Dylan Gambrell,24,C,ENTRY-LEVEL CONTRACT,10.2(c),1.23,"March 27, 2018"
Kurtis Gabriel,28,RW,STANDARD CONTRACT,UFA,0.86,"November  2, 2020"
Kurtis Gabriel,28,RW,ENTRY-LEVEL CONTRACT,RFA,1.04,"March  4, 2014"
Kurtis Gabriel,28,RW,STANDARD CONTRACT,UFA (Group 6),0.95,"July  7, 2017"
Kurtis Gabriel,28,RW,STANDARD CONTRACT,UFA (Group 6),0.82,"July  1, 2018"
Kurtis Gabriel,28,RW,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Erik Karlsson,31,RD,STANDARD CONTRACT (EXTENSION),UFA,14.47,"June 17, 2019"
Erik Karlsson,31,RD,ENTRY-LEVEL CONTRACT,RFA,1.54,"May  7, 2009"
Erik Karlsson,31,RD,STANDARD CONTRACT (EXTENSION),UFA,10.11,"June 19, 2012"
Brent Burns,36,RD,STANDARD CONTRACT (EXTENSION),UFA,10.96,"November 22, 2016"
Brent Burns,36,RD,STANDARD CONTRACT,RFA,1.88,"July  8, 2006"
Brent Burns,36,RD,STANDARD CONTRACT (EXTENSION),UFA,7.06,"October 25, 2007"
Brent Burns,36,RD,STANDARD CONTRACT (EXTENSION),UFA,8.96,"August  1, 2011"
Marc-Édouard Vlasic,34,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,9.33,"July  1, 2017"
Marc-Édouard Vlasic,34,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.88,"June  2, 2006"
Marc-Édouard Vlasic,34,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,5.47,"August 27, 2008"
Marc-Édouard Vlasic,34,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,7.08,"July 11, 2012"
Radim Simek,28,LD,STANDARD CONTRACT (EXTENSION),UFA,2.76,"March  3, 2020"
Radim Simek,28,LD,ENTRY-LEVEL CONTRACT,RFA,1.27,"May 23, 2017"
Radim Simek,28,LD,STANDARD CONTRACT (EXTENSION),UFA,0.90,"April 27, 2018"
Mario Ferraro,22,LD,ENTRY-LEVEL CONTRACT,RFA,1.16,"April 29, 2019"
Nikolai Knyzhov,23,LD/RD,ENTRY-LEVEL CONTRACT,RFA,0.98,"July  2, 2019"
Christian Jaros,25,RD,STANDARD CONTRACT,RFA,0.92,"November  3, 2020"
Christian Jaros,25,RD,ENTRY-LEVEL CONTRACT,RFA,1.03,"May 30, 2017"
Martin Jones,31,G,STANDARD CONTRACT (EXTENSION),UFA,7.67,"July  1, 2017"
Martin Jones,31,G,ENTRY-LEVEL CONTRACT,RFA,0.93,"October  2, 2008"
Martin Jones,31,G,STANDARD CONTRACT,RFA,0.86,"September 11, 2013"
Martin Jones,31,G,STANDARD CONTRACT,UFA,4.20,"July  1, 2015"
Vladimir Tarasenko,29,RW,STANDARD CONTRACT,UFA,10.50,"July  7, 2015"
Vladimir Tarasenko,29,RW,ENTRY-LEVEL CONTRACT,RFA,1.50,"July  2, 2012"
Ryan O'Reilly,30,C,STANDARD CONTRACT (EXTENSION),UFA,10.50,"July  3, 2015"
Ryan O'Reilly,30,C,ENTRY-LEVEL CONTRACT,RFA,1.55,"September 21, 2009"
Ryan O'Reilly,30,C,STANDARD CONTRACT (OFFER SHEET),RFA,7.78,"February 28, 2013"
Ryan O'Reilly,30,C,STANDARD CONTRACT,UFA,8.70,"July 23, 2014"
Brayden Schenn,29,"C, LW",STANDARD CONTRACT (EXTENSION),UFA,7.98,"October  4, 2019"
Brayden Schenn,29,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.58,"March  3, 2010"
Brayden Schenn,29,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,3.62,"June 26, 2014"
Brayden Schenn,29,"C, LW",STANDARD CONTRACT,UFA,7.02,"July 25, 2016"
Jaden Schwartz,28,LW,STANDARD CONTRACT,UFA,7.33,"July 15, 2016"
Jaden Schwartz,28,LW,ENTRY-LEVEL CONTRACT,10.2(c),1.29,"March 12, 2012"
Jaden Schwartz,28,LW,STANDARD CONTRACT,RFA,3.41,"October  5, 2014"
Tyler Bozak,35,"C, RW",STANDARD CONTRACT,UFA,6.29,"July  1, 2018"
Tyler Bozak,35,"C, RW",ENTRY-LEVEL CONTRACT,RFA,1.54,"April  3, 2009"
Tyler Bozak,35,"C, RW",STANDARD CONTRACT,UFA,2.33,"July  6, 2011"
Tyler Bozak,35,"C, RW",STANDARD CONTRACT,UFA,6.53,"July  5, 2013"
Mike Hoffman,31,"RW, LW",STANDARD CONTRACT,UFA,4.91,"January 11, 2021"
Mike Hoffman,31,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.03,"August 22, 2010"
Mike Hoffman,31,"RW, LW",STANDARD CONTRACT,RFA,1.03,"July 18, 2013"
Mike Hoffman,31,"RW, LW",STANDARD CONTRACT (EXTENSION),RFA,1.09,"June 20, 2014"
Mike Hoffman,31,"RW, LW",STANDARD CONTRACT,RFA,2.80,"August  3, 2015"
Mike Hoffman,31,"RW, LW",STANDARD CONTRACT,UFA,7.11,"July 27, 2016"
David Perron,33,"RW, LW",STANDARD CONTRACT,UFA,5.03,"July  1, 2018"
David Perron,33,"RW, LW",ENTRY-LEVEL CONTRACT,RFA,1.74,"September  5, 2007"
David Perron,33,"RW, LW",STANDARD CONTRACT,RFA,3.62,"July 21, 2010"
David Perron,33,"RW, LW",STANDARD CONTRACT,UFA,6.35,"July  5, 2012"
David Perron,33,"RW, LW",STANDARD CONTRACT,UFA,5.14,"July  1, 2016"
Zachary Sanford,26,LW,STANDARD CONTRACT,RFA,1.84,"July  8, 2019"
Zachary Sanford,26,LW,ENTRY-LEVEL CONTRACT,RFA,1.20,"July 11, 2016"
Samuel Blais,24,RW,STANDARD CONTRACT (EXTENSION),RFA,1.84,"April 15, 2020"
Samuel Blais,24,RW,ENTRY-LEVEL CONTRACT,RFA,0.94,"November 13, 2015"
Samuel Blais,24,RW,STANDARD CONTRACT,RFA,1.04,"July  1, 2019"
Ivan Barbashev,25,"C, LW",STANDARD CONTRACT,RFA,1.81,"September  1, 2019"
Ivan Barbashev,25,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.16,"July 23, 2014"
Kyle Clifford,30,LW,STANDARD CONTRACT,UFA,1.23,"October 11, 2020"
Kyle Clifford,30,LW,ENTRY-LEVEL CONTRACT,RFA,1.30,"September 22, 2009"
Kyle Clifford,30,LW,STANDARD CONTRACT,RFA,1.67,"August  2, 2013"
Kyle Clifford,30,LW,STANDARD CONTRACT (EXTENSION),UFA,2.32,"February 25, 2015"
Mackenzie MacEachern,27,"LW, RW",STANDARD CONTRACT (EXTENSION),UFA,1.10,"April 17, 2020"
Mackenzie MacEachern,27,"LW, RW",ENTRY-LEVEL CONTRACT,RFA,1.30,"March 30, 2016"
Mackenzie MacEachern,27,"LW, RW",STANDARD CONTRACT,RFA,0.82,"July  3, 2018"
Mackenzie MacEachern,27,"LW, RW",STANDARD CONTRACT (EXTENSION),RFA,0.94,"February  9, 2019"
Robert Thomas,21,"RW, C",ENTRY-LEVEL CONTRACT,RFA,1.23,"September 28, 2017"
Klim Kostin,22,RW,ENTRY-LEVEL CONTRACT,RFA,1.23,"July  5, 2017"
Dakota Joshua,25,C,ENTRY-LEVEL CONTRACT,RFA,0.97,"July 12, 2019"
Jordan Kyrou,23,RW,ENTRY-LEVEL CONTRACT,RFA,1.10,"July 27, 2016"
Jacob De La Rose,26,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,0.86,"September 10, 2020"
Jacob De La Rose,26,"C, LW",ENTRY-LEVEL CONTRACT,RFA,1.44,"May 26, 2014"
Jacob De La Rose,26,"C, LW",STANDARD CONTRACT (EXTENSION),RFA,0.97,"June 28, 2017"
Jacob De La Rose,26,"C, LW",STANDARD CONTRACT,RFA,1.13,"July  5, 2018"
Austin Poganski,25,RW,STANDARD CONTRACT,UFA (Group 6),0.86,"October 18, 2020"
Austin Poganski,25,RW,ENTRY-LEVEL CONTRACT,RFA,1.00,"March 25, 2018"
Nathan Walker,27,LW,STANDARD CONTRACT,UFA,0.86,"July  1, 2019"
Nathan Walker,27,LW,ENTRY-LEVEL CONTRACT,RFA,0.92,"July 26, 2014"
Nathan Walker,27,LW,STANDARD CONTRACT (EXTENSION),UFA (Group 6),0.89,"June  1, 2017"
Justin Faulk,29,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,7.98,"September 24, 2019"
Justin Faulk,29,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.41,"April 16, 2011"
Justin Faulk,29,LD/RD,STANDARD CONTRACT (EXTENSION),UFA,7.52,"March 24, 2014"
Torey Krug,30,LD,STANDARD CONTRACT,UFA,7.98,"October  9, 2020"
Torey Krug,30,LD,ENTRY-LEVEL CONTRACT,10.2(c),1.43,"March 25, 2012"
Torey Krug,30,LD,STANDARD CONTRACT,RFA,2.03,"October  5, 2014"
Torey Krug,30,LD,STANDARD CONTRACT (EXTENSION),RFA,4.93,"March  6, 2015"
Torey Krug,30,LD,STANDARD CONTRACT (EXTENSION),UFA,7.19,"June 30, 2016"
Colton Parayko,28,RD,STANDARD CONTRACT,UFA,7.33,"July 20, 2017"
Colton Parayko,28,RD,ENTRY-LEVEL CONTRACT,RFA,1.24,"March 10, 2015"
Marco Scandella,31,LD,STANDARD CONTRACT (EXTENSION),UFA,4.02,"April 16, 2020"
Marco Scandella,31,LD,ENTRY-LEVEL CONTRACT,RFA,1.19,"April  6, 2009"
Marco Scandella,31,LD,STANDARD CONTRACT (EXTENSION),RFA,1.59,"June 17, 2013"
Marco Scandella,31,LD,STANDARD CONTRACT (EXTENSION),UFA,5.80,"November 29, 2014"
Vince Dunn,24,LD/RD,STANDARD CONTRACT,RFA,2.30,"December 31, 2020"
Vince Dunn,24,LD/RD,ENTRY-LEVEL CONTRACT,RFA,1.06,"September 24, 2015"
Robert Bortuzzo,32,RD,STANDARD CONTRACT (EXTENSION),UFA,1.73,"December 15, 2018"
Robert Bortuzzo,32,RD,ENTRY-LEVEL CONTRACT,RFA,0.94,"March 23, 2009"
Robert Bortuzzo,32,RD,STANDARD CONTRACT,RFA,0.88,"August 30, 2012"
Robert Bortuzzo,32,RD,STANDARD CONTRACT,RFA,0.93,"July 24, 2013"
Robert Bortuzzo,32,RD,STANDARD CONTRACT,UFA,1.47,"July  2, 2015"
Robert Bortuzzo,32,RD,STANDARD CONTRACT (EXTENSION),UFA,1.58,"December 29, 2016"
Tyler Tucker,21,LD,ENTRY-LEVEL CONTRACT,RFA,0.99,"March  2, 2020"
Niko Mikkola,25,LD,STANDARD CONTRACT (EXTENSION),RFA,0.97,"January 30, 2020"
Niko Mikkola,25,LD,ENTRY-LEVEL CONTRACT,RFA,1.12,"May 31, 2018"
Mitch Reinke,25,RD,STANDARD CONTRACT,UFA (Group 6),0.92,"October 18, 2020"
