name,cap_hit_percentage_at_signing,signing_date,age_at_signing,is_ufa,expires_as_ufa,is_center,is_winger,is_defenseman,prev_1_goals,prev_2_goals,prev_3_goals,prev_1_assists,prev_2_assists,prev_3_assists,prev_1_xgf,prev_2_xgf,prev_3_xgf,prev_1_corsi,prev_2_corsi,prev_3_corsi,prev_1_sh,prev_2_sh,prev_3_sh
Rasmus Ristolainen,0.07400000000000001,2016-10-11,22.0,0,1,0,0,1,9.0,8.0,2.0,32.0,12.0,2.0,0.48,0.4,0.37,0.47,0.39,0.43,0.0446,0.0446,0.0446
Reilly Smith,0.06849999999999999,2016-07-03,26.0,0,1,0,1,0,25.0,13.0,20.0,25.0,27.0,31.0,0.52,0.6,0.68,0.53,0.6,0.62,0.1445,0.1445,0.1445
Reilly Smith,0.046900000000000004,2015-03-06,24.0,0,0,0,1,0,13.0,20.0,3.0,27.0,31.0,6.0,0.6,0.68,0.49,0.6,0.62,0.55,0.0909,0.0909,0.0909
Reilly Smith,0.0203,2014-09-28,24.0,0,0,0,1,0,20.0,3.0,0.0,31.0,6.0,0.0,0.68,0.49,0.34,0.62,0.55,0.42,0.137,0.137,0.137
Rem Pitlick,0.010700000000000001,2020-10-18,24.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Richard Pánik,0.0337,2019-07-01,29.0,1,1,0,1,0,13.0,14.0,22.0,20.0,21.0,22.0,0.52,0.55,0.55,0.52,0.58,0.53,0.0956,0.0956,0.0956
Richard Pánik,0.0384,2017-05-11,26.0,0,1,0,1,0,22.0,6.0,11.0,22.0,2.0,6.0,0.55,0.49,0.45,0.53,0.51,0.48,0.1419,0.1419,0.1419
Richard Pánik,0.0123,2016-06-15,25.0,0,0,0,1,0,6.0,11.0,3.0,2.0,6.0,10.0,0.49,0.45,0.51,0.51,0.48,0.52,0.1538,0.1538,0.1538
Richard Pánik,0.0137,2015-07-01,25.0,0,0,0,1,0,11.0,3.0,5.0,6.0,10.0,4.0,0.45,0.51,0.56,0.48,0.52,0.52,0.1264,0.1264,0.1264
Richard Pánik,0.010700000000000001,2014-07-11,24.0,0,0,0,1,0,3.0,5.0,0.0,10.0,4.0,0.0,0.51,0.56,0.0,0.52,0.52,0.0,0.0536,0.0536,0.0536
Rickard Rakell,0.0521,2016-10-14,24.0,0,1,0,1,0,20.0,9.0,0.0,23.0,22.0,4.0,0.62,0.57,0.64,0.59,0.56,0.56,0.1176,0.1176,0.1176
Riley Nash,0.0346,2018-07-01,30.0,1,1,1,1,0,15.0,7.0,9.0,26.0,10.0,13.0,0.5,0.45,0.53,0.47,0.46,0.52,0.1327,0.1327,0.1327
Riley Nash,0.0123,2016-07-01,28.0,1,1,1,1,0,9.0,8.0,10.0,13.0,17.0,14.0,0.53,0.51,0.5,0.52,0.53,0.51,0.1184,0.1184,0.1184
Riley Nash,0.0161,2015-07-01,27.0,0,1,1,1,0,8.0,10.0,4.0,17.0,14.0,5.0,0.51,0.5,0.47,0.53,0.51,0.52,0.0851,0.0851,0.0851
Riley Nash,0.0089,2013-07-08,25.0,0,0,1,1,0,4.0,0.0,0.0,5.0,1.0,0.0,0.47,0.52,0.0,0.52,0.52,0.0,0.1111,0.1111,0.1111
Riley Sheahan,0.0086,2021-01-08,29.0,1,1,1,1,0,4.0,8.0,9.0,9.0,8.0,10.0,0.36,0.39,0.45,0.37,0.36,0.41,0.0909,0.0909,0.0909
Riley Sheahan,0.011000000000000001,2019-09-05,28.0,1,1,1,1,0,9.0,11.0,2.0,10.0,21.0,11.0,0.45,0.41,0.47,0.41,0.43,0.47,0.0818,0.0818,0.0818
Riley Sheahan,0.0264,2018-06-27,27.0,0,1,1,1,0,11.0,2.0,14.0,21.0,11.0,11.0,0.41,0.47,0.46,0.43,0.47,0.47,0.1009,0.1009,0.1009
Riley Sheahan,0.0291,2016-06-15,24.0,0,0,1,1,0,14.0,13.0,9.0,11.0,23.0,15.0,0.46,0.61,0.59,0.47,0.59,0.62,0.1094,0.1094,0.1094
Riley Sheahan,0.0138,2014-07-01,23.0,0,0,1,1,0,9.0,0.0,0.0,15.0,0.0,0.0,0.59,0.79,0.65,0.62,0.63,0.44,0.1525,0.1525,0.1525
Riley Stillman,0.0166,2021-04-25,23.0,0,0,0,0,1,1.0,0.0,0.0,0.0,5.0,0.0,0.45,0.43,0.43,0.44,0.42,0.75,0.0345,0.0345,0.0345
Robert Bortuzzo,0.0173,2018-12-15,30.0,1,1,0,0,1,4.0,1.0,2.0,9.0,3.0,1.0,0.47,0.52,0.54,0.49,0.48,0.52,0.0526,0.0526,0.0526
Robert Bortuzzo,0.0158,2016-12-29,28.0,1,1,0,0,1,2.0,3.0,0.0,1.0,5.0,10.0,0.54,0.51,0.47,0.52,0.51,0.42,0.0426,0.0426,0.0426
Robert Bortuzzo,0.0147,2015-07-02,27.0,0,1,0,0,1,3.0,0.0,2.0,5.0,10.0,2.0,0.51,0.47,0.42,0.51,0.42,0.47,0.0536,0.0536,0.0536
Robert Bortuzzo,0.009300000000000001,2013-07-24,25.0,0,0,0,0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.42,0.38,0.0,0.47,0.52,0.0,0.2,0.2,0.2
Robert Bortuzzo,0.0088,2012-08-30,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0
Robert Hägg,0.0196,2020-09-28,26.0,0,1,0,0,1,3.0,5.0,3.0,10.0,14.0,6.0,0.43,0.4,0.43,0.43,0.41,0.42,0.0833,0.0833,0.0833
Robert Hägg,0.014499999999999999,2018-08-01,24.0,0,0,0,0,1,3.0,0.0,0.0,6.0,0.0,0.0,0.43,0.43,0.0,0.42,0.57,0.0,0.0337,0.0337,0.0337
Rocco Grimaldi,0.0245,2020-02-24,27.0,1,1,0,1,0,10.0,5.0,1.0,21.0,7.0,2.0,0.53,0.54,0.45,0.52,0.57,0.37,0.082,0.082,0.082
Rocco Grimaldi,0.0123,2019-08-06,27.0,0,1,0,1,0,5.0,1.0,0.0,7.0,2.0,1.0,0.54,0.45,0.56,0.57,0.37,0.44,0.0617,0.0617,0.0617
Rocco Grimaldi,0.008199999999999999,2018-07-01,26.0,0,0,0,1,0,1.0,0.0,3.0,2.0,1.0,2.0,0.45,0.56,0.49,0.37,0.44,0.54,0.1429,0.1429,0.1429
Rocco Grimaldi,0.01,2017-07-26,25.0,0,0,0,1,0,0.0,3.0,1.0,1.0,2.0,0.0,0.56,0.49,0.57,0.44,0.54,0.58,0.0,0.0,0.0
Roland McKeown,0.0086,2020-12-18,25.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.49,0.0,0.0,0.53,0.0,0.0,0.0
Roland McKeown,0.0086,2019-09-04,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.49,0.0,0.0,0.53,0.0,0.0,0.0,0.0
Roman Josi,0.1112,2019-10-29,30.0,1,1,0,0,1,15.0,14.0,12.0,40.0,39.0,37.0,0.49,0.52,0.54,0.52,0.51,0.54,0.0547,0.0547,0.0547
Roman Josi,0.0622,2013-06-10,23.0,0,1,0,0,1,5.0,5.0,0.0,13.0,11.0,0.0,0.52,0.52,0.0,0.52,0.44,0.0,0.0521,0.0521,0.0521
Roope Hintz,0.0387,2020-11-09,24.0,0,0,1,1,0,19.0,8.0,0.0,15.0,14.0,0.0,0.59,0.54,0.0,0.55,0.53,0.0,0.1583,0.1583,0.1583
Ross Colton,0.0086,2020-10-10,24.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Johnston,0.0126,2018-07-09,25.0,0,1,0,1,0,3.0,0.0,0.0,3.0,0.0,0.0,0.41,0.0,0.2,0.41,0.0,0.35,0.1579,0.1579,0.1579
Ryan Carpenter,0.0123,2019-07-01,29.0,1,1,1,1,0,5.0,9.0,2.0,13.0,6.0,1.0,0.51,0.48,0.53,0.54,0.48,0.52,0.049,0.049,0.049
Ryan Carpenter,0.0089,2017-06-17,27.0,0,1,1,1,0,2.0,0.0,0.0,1.0,0.0,0.0,0.53,0.38,0.0,0.52,0.4,0.0,0.1111,0.1111,0.1111
Ryan Carpenter,0.008199999999999999,2016-07-14,26.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Ryan Donato,0.0233,2019-07-16,24.0,0,0,1,1,0,10.0,5.0,0.0,15.0,4.0,0.0,0.54,0.66,0.0,0.57,0.62,0.0,0.0719,0.0719,0.0719
Ryan Dzingel,0.0414,2019-07-12,28.0,1,1,1,1,0,26.0,23.0,14.0,31.0,18.0,18.0,0.47,0.51,0.56,0.48,0.53,0.52,0.1635,0.1635,0.1635
Ryan Dzingel,0.024,2017-07-21,26.0,0,1,1,1,0,14.0,3.0,0.0,18.0,6.0,0.0,0.56,0.43,0.0,0.52,0.45,0.0,0.1138,0.1138,0.1138
Ryan Dzingel,0.0103,2016-07-05,25.0,0,0,1,1,0,3.0,0.0,0.0,6.0,0.0,0.0,0.43,0.0,0.0,0.45,0.0,0.0,0.1304,0.1304,0.1304
Ryan Ellis,0.0786,2018-08-14,28.0,1,1,0,0,1,9.0,16.0,10.0,23.0,22.0,22.0,0.55,0.51,0.57,0.53,0.49,0.55,0.0818,0.0818,0.0818
Ryan Ellis,0.0362,2014-10-05,24.0,0,1,0,0,1,6.0,2.0,3.0,21.0,4.0,8.0,0.6,0.58,0.54,0.54,0.54,0.55,0.0488,0.0488,0.0488
Ryan Getzlaf,0.1283,2013-03-08,28.0,1,1,1,0,0,15.0,11.0,19.0,34.0,46.0,57.0,0.59,0.57,0.61,0.54,0.58,0.55,0.1515,0.1515,0.1515
Ryan Graves,0.038900000000000004,2020-10-12,26.0,0,1,0,0,1,9.0,3.0,0.0,17.0,2.0,0.0,0.43,0.42,0.0,0.44,0.47,0.0,0.0667,0.0667,0.0667
Ryan Graves,0.009000000000000001,2019-07-08,25.0,0,0,0,0,1,3.0,0.0,0.0,2.0,0.0,0.0,0.42,0.0,0.0,0.47,0.0,0.0,0.1154,0.1154,0.1154
Ryan Graves,0.008199999999999999,2018-07-16,24.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hartman,0.0209,2021-04-22,26.0,0,1,1,1,0,7.0,9.0,12.0,15.0,11.0,14.0,0.49,0.51,0.46,0.45,0.5,0.5,0.0946,0.0946,0.0946
Ryan Hartman,0.0233,2019-07-01,25.0,0,0,1,1,0,12.0,11.0,19.0,14.0,20.0,12.0,0.46,0.49,0.54,0.5,0.54,0.53,0.0828,0.0828,0.0828
Ryan Hartman,0.011000000000000001,2018-07-15,24.0,0,0,1,1,0,11.0,19.0,0.0,20.0,12.0,1.0,0.49,0.54,0.44,0.54,0.53,0.46,0.0853,0.0853,0.0853
Ryan Johansen,0.1067,2017-07-28,25.0,0,1,1,1,0,14.0,14.0,26.0,47.0,46.0,45.0,0.57,0.58,0.53,0.6,0.56,0.51,0.0909,0.0909,0.0909
Ryan Johansen,0.057999999999999996,2014-10-06,22.0,0,0,1,1,0,33.0,5.0,9.0,30.0,7.0,12.0,0.57,0.53,0.56,0.55,0.51,0.56,0.1392,0.1392,0.1392
Ryan Lindgren,0.0368,2021-05-10,23.0,0,0,0,0,1,1.0,1.0,0.0,15.0,12.0,0.0,0.49,0.41,0.4,0.45,0.41,0.41,0.0154,0.0154,0.0154
Ryan Lomberg,0.0089,2020-10-09,26.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46,0.51,0.0,0.27,0.4,0.0,0.0,0.0
Ryan Lomberg,0.0086,2019-07-16,25.0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.46,0.51,0.0,0.27,0.4,0.0,0.0,0.0,0.0
Ryan MacInnis,0.0086,2020-10-29,25.0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.54,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
Ryan MacInnis,0.010700000000000001,2019-07-16,24.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan McDonagh,0.0849,2018-07-01,30.0,1,1,0,0,1,4.0,6.0,9.0,25.0,36.0,25.0,0.46,0.54,0.5,0.46,0.5,0.47,0.0404,0.0404,0.0404
Ryan McDonagh,0.0731,2013-07-08,25.0,0,1,0,0,1,4.0,7.0,1.0,15.0,25.0,8.0,0.48,0.48,0.57,0.49,0.45,0.48,0.0482,0.0482,0.0482
Ryan Murray,0.0564,2019-07-01,26.0,0,1,0,0,1,1.0,1.0,2.0,28.0,11.0,9.0,0.5,0.49,0.44,0.47,0.47,0.43,0.0141,0.0141,0.0141
Ryan Murray,0.0355,2018-07-14,25.0,0,0,0,0,1,1.0,2.0,4.0,11.0,9.0,21.0,0.49,0.44,0.51,0.47,0.43,0.48,0.0294,0.0294,0.0294
Ryan Murray,0.039599999999999996,2016-02-11,22.0,0,0,0,0,1,4.0,1.0,4.0,21.0,2.0,17.0,0.51,0.52,0.52,0.48,0.49,0.52,0.0444,0.0444,0.0444
Ryan Nugent-Hopkins,0.0933,2013-09-19,21.0,0,1,1,1,0,4.0,18.0,0.0,20.0,34.0,0.0,0.61,0.57,0.0,0.56,0.54,0.0,0.0513,0.0513,0.0513
Ryan O'Reilly,0.105,2015-07-03,25.0,1,1,1,0,0,17.0,28.0,6.0,38.0,36.0,14.0,0.51,0.54,0.55,0.49,0.52,0.59,0.0994,0.0994,0.0994
Ryan O'Reilly,0.087,2014-07-23,24.0,0,1,1,0,0,28.0,6.0,18.0,36.0,14.0,37.0,0.54,0.55,0.55,0.52,0.59,0.57,0.1393,0.1393,0.1393
Ryan O'Reilly,0.07780000000000001,2013-02-28,22.0,0,0,1,0,0,6.0,18.0,13.0,14.0,37.0,13.0,0.55,0.55,0.43,0.59,0.57,0.47,0.0909,0.0909,0.0909
Ryan Pulock,0.061399999999999996,2020-11-04,26.0,0,1,0,0,1,10.0,9.0,10.0,26.0,27.0,22.0,0.49,0.51,0.53,0.46,0.46,0.53,0.0613,0.0613,0.0613
Ryan Pulock,0.0252,2018-07-17,24.0,0,0,0,0,1,10.0,0.0,2.0,22.0,0.0,2.0,0.53,0.78,0.5,0.53,0.38,0.52,0.0543,0.0543,0.0543
Ryan Reaves,0.0215,2020-06-15,33.0,1,1,0,1,0,8.0,9.0,4.0,7.0,10.0,6.0,0.53,0.59,0.49,0.53,0.57,0.48,0.1311,0.1311,0.1311
Ryan Reaves,0.0349,2018-06-30,32.0,1,1,0,1,0,4.0,7.0,3.0,6.0,6.0,1.0,0.49,0.5,0.45,0.48,0.46,0.48,0.0952,0.0952,0.0952
Ryan Reaves,0.0175,2014-01-09,27.0,1,1,0,1,0,2.0,4.0,3.0,6.0,2.0,1.0,0.48,0.56,0.55,0.46,0.51,0.54,0.08,0.08,0.08
Ryan Reaves,0.009300000000000001,2012-01-09,25.0,0,1,0,1,0,3.0,2.0,0.0,1.0,2.0,0.0,0.55,0.48,0.0,0.54,0.43,0.0,0.0938,0.0938,0.0938
Ryan Reaves,0.008199999999999999,2011-07-18,25.0,0,0,0,1,0,2.0,0.0,0.0,2.0,0.0,0.0,0.48,0.0,0.0,0.43,0.0,0.0,0.125,0.125,0.125
Ryan Strome,0.0552,2020-11-05,27.0,0,1,1,1,0,18.0,19.0,13.0,41.0,16.0,21.0,0.52,0.47,0.53,0.5,0.47,0.54,0.1161,0.1161,0.1161
Ryan Strome,0.039,2018-07-06,25.0,0,0,1,1,0,13.0,13.0,8.0,21.0,17.0,20.0,0.53,0.55,0.53,0.54,0.54,0.53,0.0884,0.0884,0.0884
Ryan Strome,0.0342,2016-09-20,23.0,0,0,1,1,0,8.0,17.0,7.0,20.0,33.0,11.0,0.53,0.6,0.62,0.53,0.57,0.58,0.0606,0.0606,0.0606
Ryan Suter,0.12560000000000002,2012-07-04,28.0,1,1,0,0,1,7.0,4.0,4.0,39.0,35.0,33.0,0.53,0.59,0.53,0.49,0.54,0.55,0.0522,0.0522,0.0522
Rūdolfs Balcers,0.009000000000000001,2020-10-16,24.0,0,0,0,1,0,1.0,5.0,0.0,2.0,9.0,0.0,0.57,0.49,0.0,0.57,0.46,0.0,0.0435,0.0435,0.0435
Sam Bennett,0.0313,2019-07-24,23.0,0,0,1,1,0,13.0,11.0,13.0,14.0,15.0,13.0,0.56,0.51,0.49,0.56,0.53,0.49,0.113,0.113,0.113
Sam Bennett,0.026000000000000002,2017-09-06,21.0,0,0,1,1,0,13.0,18.0,0.0,13.0,18.0,1.0,0.49,0.53,0.66,0.49,0.54,0.65,0.1066,0.1066,0.1066
Sam Gagner,0.0104,2020-09-26,31.0,1,1,1,1,0,6.0,6.0,10.0,7.0,7.0,21.0,0.51,0.53,0.52,0.54,0.57,0.52,0.0759,0.0759,0.0759
Sam Gagner,0.042,2017-07-01,28.0,1,1,1,1,0,18.0,8.0,15.0,32.0,8.0,26.0,0.63,0.55,0.52,0.61,0.55,0.57,0.1006,0.1006,0.1006
Sam Gagner,0.0089,2016-08-01,27.0,1,1,1,1,0,8.0,15.0,10.0,8.0,26.0,27.0,0.55,0.52,0.49,0.55,0.57,0.5,0.092,0.092,0.092
Sam Gagner,0.0747,2013-07-22,24.0,0,1,1,1,0,14.0,18.0,15.0,24.0,29.0,27.0,0.46,0.55,0.51,0.46,0.54,0.54,0.1239,0.1239,0.1239
Sam Gagner,0.0533,2012-07-22,23.0,0,0,1,1,0,18.0,15.0,15.0,29.0,27.0,26.0,0.55,0.51,0.56,0.54,0.54,0.55,0.1208,0.1208,0.1208
Sam Lafferty,0.0092,2020-10-08,26.0,0,1,1,1,0,5.0,0.0,0.0,8.0,0.0,0.0,0.43,0.0,0.0,0.44,0.0,0.0,0.0909,0.0909,0.0909
Sam Reinhart,0.0638,2020-10-25,25.0,0,0,1,1,0,21.0,22.0,25.0,28.0,43.0,25.0,0.52,0.58,0.58,0.58,0.58,0.6,0.1469,0.1469,0.1469
Sam Reinhart,0.045899999999999996,2018-09-19,23.0,0,0,1,1,0,25.0,17.0,23.0,25.0,30.0,19.0,0.58,0.6,0.59,0.6,0.57,0.58,0.133,0.133,0.133
Sami Niku,0.0089,2020-10-29,24.0,0,0,0,0,1,0.0,1.0,1.0,5.0,3.0,0.0,0.4,0.4,0.32,0.45,0.44,0.45,0.0,0.0,0.0
Sami Vatanen,0.0245,2021-01-07,30.0,1,1,0,0,1,2.0,5.0,4.0,4.0,18.0,13.0,0.43,0.5,0.49,0.48,0.52,0.49,0.0364,0.0364,0.0364
Sami Vatanen,0.0683,2016-06-18,26.0,0,1,0,0,1,9.0,12.0,6.0,29.0,25.0,15.0,0.6,0.57,0.61,0.54,0.55,0.58,0.0643,0.0643,0.0643
Sami Vatanen,0.0183,2014-07-22,24.0,0,0,0,0,1,6.0,2.0,0.0,15.0,0.0,0.0,0.61,0.55,0.0,0.58,0.54,0.0,0.0822,0.0822,0.0822
Samuel Blais,0.0184,2020-04-15,23.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Blais,0.0104,2019-07-01,23.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Girard,0.061399999999999996,2019-07-31,22.0,0,1,0,0,1,4.0,4.0,0.0,23.0,18.0,0.0,0.54,0.53,0.0,0.52,0.53,0.0,0.0345,0.0345,0.0345
Samuel Morin,0.0088,2018-06-22,23.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.52,0.61,0.0,0.0,0.0,0.0
Scott Harrington,0.02,2019-07-05,27.0,0,1,0,0,1,2.0,2.0,1.0,15.0,3.0,2.0,0.47,0.4,0.45,0.46,0.42,0.46,0.037,0.037,0.037
Scott Harrington,0.0092,2017-03-21,24.0,0,0,0,0,1,1.0,0.0,0.0,2.0,1.0,0.0,0.45,0.57,0.47,0.46,0.51,0.5,0.0625,0.0625,0.0625
Scott Harrington,0.0087,2016-07-25,24.0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.47,0.0,0.51,0.5,0.0,0.0,0.0,0.0
Scott Laughton,0.0368,2021-04-12,27.0,1,1,1,1,0,9.0,12.0,12.0,11.0,15.0,20.0,0.43,0.47,0.41,0.47,0.45,0.4,0.1011,0.1011,0.1011
Scott Laughton,0.0282,2019-07-12,26.0,0,1,1,1,0,12.0,10.0,0.0,20.0,10.0,0.0,0.41,0.45,0.67,0.4,0.47,0.71,0.0938,0.0938,0.0938
Scott Laughton,0.0128,2017-07-11,24.0,0,0,1,1,0,0.0,7.0,2.0,0.0,14.0,4.0,0.67,0.45,0.47,0.71,0.45,0.45,0.0,0.0,0.0
Scott Mayfield,0.019299999999999998,2018-01-04,25.0,0,1,0,0,1,2.0,2.0,1.0,10.0,7.0,0.0,0.43,0.53,0.32,0.44,0.51,0.41,0.0345,0.0345,0.0345
Scott Mayfield,0.0086,2016-07-12,24.0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.49,0.41,0.0,0.5,0.25,0.25,0.25
Scott Wilson,0.0086,2020-10-21,29.0,1,1,0,1,0,1.0,0.0,6.0,1.0,3.0,8.0,0.45,0.37,0.39,0.52,0.46,0.44,0.125,0.125,0.125
Scott Wilson,0.0132,2018-07-01,27.0,0,1,0,1,0,6.0,8.0,5.0,8.0,18.0,1.0,0.39,0.55,0.59,0.44,0.51,0.56,0.0612,0.0612,0.0612
Scott Wilson,0.0088,2016-03-14,24.0,0,0,0,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.59,0.04,0.0,0.56,0.25,0.0,0.1282,0.1282,0.1282
Sean Couturier,0.060700000000000004,2015-07-28,23.0,0,1,1,0,0,15.0,13.0,4.0,22.0,26.0,11.0,0.43,0.44,0.47,0.46,0.46,0.48,0.1014,0.1014,0.1014
Sean Couturier,0.027200000000000002,2013-07-20,21.0,0,0,1,0,0,4.0,13.0,0.0,11.0,14.0,0.0,0.47,0.44,0.0,0.48,0.44,0.0,0.0533,0.0533,0.0533
Sean Kuraly,0.016,2018-07-03,26.0,0,1,1,1,0,6.0,0.0,0.0,8.0,1.0,0.0,0.52,0.55,0.0,0.47,0.58,0.0,0.0448,0.0448,0.0448
Sean Monahan,0.0873,2016-08-19,22.0,0,1,1,0,0,27.0,31.0,22.0,36.0,31.0,12.0,0.56,0.55,0.53,0.54,0.51,0.5,0.1371,0.1371,0.1371
Sean Walker,0.0325,2020-09-11,26.0,0,1,0,0,1,6.0,3.0,0.0,18.0,7.0,0.0,0.49,0.5,0.0,0.54,0.49,0.0,0.0469,0.0469,0.0469
Sebastian Aho,0.1038,2019-07-01,22.0,1,1,1,1,0,30.0,29.0,24.0,53.0,36.0,25.0,0.61,0.6,0.61,0.61,0.61,0.59,0.1235,0.1235,0.1235
Sebastian Aho,0.1038,2019-07-01,24.0,1,1,0,0,1,30.0,29.0,24.0,53.0,36.0,25.0,0.61,0.6,0.61,0.61,0.61,0.59,0.1235,0.1235,0.1235
Seth Jones,0.07400000000000001,2016-06-29,22.0,0,1,0,0,1,3.0,8.0,6.0,28.0,19.0,19.0,0.52,0.54,0.49,0.53,0.54,0.49,0.0191,0.0191,0.0191
Shayne Gostisbehere,0.0616,2017-06-09,24.0,0,1,0,0,1,7.0,17.0,0.0,32.0,29.0,0.0,0.62,0.6,0.21,0.62,0.59,0.38,0.0354,0.0354,0.0354
Shea Theodore,0.0654,2018-09-25,23.0,0,1,0,0,1,6.0,2.0,3.0,23.0,7.0,5.0,0.56,0.54,0.58,0.57,0.54,0.54,0.0417,0.0417,0.0417
Shea Weber,0.131,2012-07-24,27.0,0,1,0,0,1,19.0,16.0,16.0,30.0,32.0,27.0,0.54,0.57,0.56,0.5,0.54,0.57,0.0826,0.0826,0.0826
Shea Weber,0.1166,2011-08-04,26.0,0,0,0,0,1,16.0,16.0,23.0,32.0,27.0,30.0,0.57,0.56,0.54,0.54,0.57,0.57,0.063,0.063,0.063
Sidney Crosby,0.145,2012-07-01,25.0,1,1,1,0,0,8.0,32.0,51.0,29.0,34.0,58.0,0.69,0.63,0.62,0.66,0.62,0.62,0.1067,0.1067,0.1067
Slater Koekkoek,0.0104,2020-12-26,27.0,0,1,0,0,1,1.0,2.0,4.0,9.0,4.0,4.0,0.49,0.43,0.5,0.5,0.46,0.47,0.0213,0.0213,0.0213
Slater Koekkoek,0.0116,2019-05-13,25.0,0,0,0,0,1,2.0,4.0,0.0,4.0,4.0,4.0,0.43,0.5,0.46,0.46,0.47,0.47,0.0556,0.0556,0.0556
Slater Koekkoek,0.0109,2018-07-02,25.0,0,0,0,0,1,4.0,0.0,0.0,4.0,4.0,1.0,0.5,0.46,0.65,0.47,0.47,0.57,0.093,0.093,0.093
Slater Koekkoek,0.010700000000000001,2017-07-03,24.0,0,0,0,0,1,0.0,0.0,0.0,4.0,1.0,0.0,0.46,0.65,0.58,0.47,0.57,0.5,0.0,0.0,0.0
Stefan Matteau,0.0089,2020-02-19,26.0,0,1,0,1,0,2.0,0.0,0.0,1.0,0.0,1.0,0.47,0.0,0.55,0.45,0.0,0.57,0.1111,0.1111,0.1111
Stefan Matteau,0.0087,2018-06-11,24.0,0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.55,0.0,0.42,0.57,0.0,0.47,0.0,0.0,0.0
Stefan Matteau,0.0087,2017-07-01,24.0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.42,0.5,0.0,0.47,0.42,0.0,0.0,0.0
Stefan Matteau,0.0086,2015-07-17,22.0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,2.0,0.5,0.0,0.48,0.42,0.0,0.51,0.125,0.125,0.125
Steven Kampfer,0.0098,2019-06-24,31.0,1,1,0,0,1,3.0,0.0,1.0,3.0,1.0,1.0,0.53,0.45,0.41,0.53,0.39,0.52,0.075,0.075,0.075
Steven Kampfer,0.0089,2017-04-12,28.0,1,1,0,0,1,1.0,0.0,2.0,1.0,4.0,2.0,0.41,0.47,0.5,0.52,0.46,0.47,0.1,0.1,0.1
Steven Kampfer,0.0089,2015-03-14,26.0,0,1,0,0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.47,0.0,0.0,0.0714,0.0714,0.0714
Steven Kampfer,0.008,2014-07-01,26.0,0,0,0,0,1,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.47,0.0,0.0,0.47,0.0,0.0,0.0
Steven Kampfer,0.0086,2013-06-28,25.0,0,0,0,0,1,0.0,2.0,5.0,0.0,3.0,5.0,0.0,0.47,0.56,0.0,0.47,0.57,0.0,0.0,0.0
Steven Lorentz,0.0089,2020-10-15,25.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Santini,0.0092,2021-05-04,26.0,0,1,0,0,1,0.0,0.0,1.0,1.0,0.0,3.0,0.31,0.52,0.44,0.47,0.58,0.41,0.0,0.0,0.0
Steven Santini,0.0086,2020-10-10,26.0,0,0,0,0,1,0.0,1.0,2.0,0.0,3.0,8.0,0.52,0.44,0.36,0.58,0.41,0.34,0.0,0.0,0.0
